cust_ucv_id,last_trns_dt,b3_br_flag,b3_ea_flag,b3_od_flag,cashi_flag,sm_br_flag,sm_od_flag,w2_br_flag,w2_ea_flag,w2_od_flag,cust_clasif,vertical_depth,banner_depth,banner_path,SRC_BC_node1,TGT_BC_node1,SRC_BC_node1_dt,SRC_BC_node2,TGT_BC_node2,SRC_BC_node2_dt,SRC_BC_node3,TGT_BC_node3,SRC_BC_node3_dt,SRC_BC_node4,TGT_BC_node4,SRC_BC_node4_dt,SRC_BC_node5,TGT_BC_node5,SRC_BC_node5_dt,SRC_BC_node6,TGT_BC_node6,SRC_BC_node6_dt,SRC_BC_node7,TGT_BC_node7,SRC_BC_node7_dt,SRC_BC_node8,TGT_BC_node8,SRC_BC_node8_dt,SRC_BC_node9,TGT_BC_node9,SRC_BC_node9_dt,bc_combination
-1000033640946376250,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000034139726805818,2025-05-01,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-02-21,W2 BRICK,STAYED,2025-03-07,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000034206649457274,2025-04-23,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000034295700631295,2025-05-27,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000034360406711487,2025-03-23,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2025-03-23,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-100003447120831802,2025-06-24,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000034605140677499,2025-04-28,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > CASHI,W2 BRICK,CASHI,2025-04-28,CASHI,STAYED,2025-04-28,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000034740458004474,2025-08-13,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2025-02-03,B3 BRICK,STAYED,2025-02-23,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000035239238434042,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035306161085498,2025-08-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035839969632698,2025-06-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035939733184698,2025-08-02,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000036155763219386,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000036539246970298,2025-08-13,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-07-10,W2 BRICK,STAYED,2025-07-25,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000036939481260922,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000037145703146747,2025-03-27,0,0,0,1,1,0,1,0,0,MULTI BANNER/VERTICAL,3,3,SAMS > W2 > CASHI,SAMS BRICK,W2 BRICK,2022-04-11,W2 BRICK,CASHI,2025-01-12,CASHI,STAYED,2025-01-12,,,,,,,,,,,,,,,,,,,"CASHI, SAMS BRICK, W2 BRICK"
-1000037505184341882,2024-10-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000037675970628859,2025-06-02,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,CASHI,B3 BRICK,2025-03-11,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000038038992889082,2025-07-30,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-02-03,W2 BRICK,STAYED,2025-02-20,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000038138756441146,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038316792246271,2025-08-03,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000038354786475834,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100003840959119290,2025-02-01,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038537773318714,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038855135130172,2024-05-01,0,0,1,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 OD,STAYED,2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 OD
-100003898876205306,2025-07-07,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-10-29,W2 BRICK,STAYED,2025-06-24,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000039238268069306,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039361104805951,2025-07-04,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000039454298103994,2025-06-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039637284946874,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039791627892924,2025-07-24,0,0,0,0,1,1,0,0,0,SINGLE BANNER/VERTICAL,2,1,SAMS,SAMS BRICK,SAMS OD,2025-06-16,SAMS OD,STAYED,2025-07-24,,,,,,,,,,,,,,,,,,,,,,"SAMS BRICK, SAMS OD"
-100004027616689210,2024-12-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000040337779697530,2025-05-12,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000040490181687547,2025-01-18,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000040596022508732,2024-09-10,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000040736796575098,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000040937293483130,2025-07-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000041142615343931,2025-01-29,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,B3 > CASHI,CASHI,B3 BRICK,2025-01-29,B3 BRICK,STAYED,2025-01-29,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-100004128291480124,2025-08-09,0,0,0,0,0,0,1,0,1,SINGLE BANNER/VERTICAL,2,1,W2,W2 BRICK,W2 OD,2024-08-25,W2 OD,STAYED,2025-05-06,,,,,,,,,,,,,,,,,,,,,,"W2 BRICK, W2 OD"
-1000041424306917244,2025-06-12,0,0,1,0,0,0,0,0,1,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 OD,W2 OD,2025-05-21,W2 OD,STAYED,2025-06-12,,,,,,,,,,,,,,,,,,,,,,"B3 OD, W2 OD"
-1000041437291325754,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100004151308256826,2024-12-30,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000041653321360442,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000041836308203322,2025-08-11,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000042036805111354,2025-07-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100004222874080954,2024-11-01,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000042509983556732,2025-08-09,0,0,0,0,0,0,0,1,1,SINGLE BANNER/VERTICAL,2,1,W2,W2 EA,W2 OD,2024-05-19,W2 OD,STAYED,2024-08-26,,,,,,,,,,,,,,,,,,,,,,"W2 EA, W2 OD"
-1000042536802953978,2025-08-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000042935819831546,2025-07-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000043136316739578,2025-07-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100004360931968954,2025-05-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000043636314582202,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000043852344616890,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000044035331459770,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000044559293522683,2025-07-24,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > W2,CASHI,W2 BRICK,2025-07-24,W2 BRICK,STAYED,2025-07-24,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000044713062720315,2025-07-31,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > W2,CASHI,W2 BRICK,2025-07-31,W2 BRICK,STAYED,2025-07-31,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000044735826210362,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000045132973948284,2025-06-22,0,0,0,0,0,0,0,0,1,SINGLE BANNER/VERTICAL,1,1,W2,W2 OD,STAYED,2025-06-22,,,,,,,,,,,,,,,,,,,,,,,,,W2 OD
-1000045134843087930,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000045263209552251,2024-11-03,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > CASHI,W2 BRICK,CASHI,2023-11-09,CASHI,STAYED,2023-11-09,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-100004546632459962,2025-07-27,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000045670949717050,2025-07-06,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000045757103147135,2024-11-18,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000045835337838586,2025-05-12,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-100004604036134650,2024-12-11,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000046224238805119,2025-03-15,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000046234354716154,2025-04-01,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-02-21,W2 BRICK,STAYED,2025-04-01,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000046293294429754,2025-07-29,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000046770461345274,2025-07-28,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000046831243435514,2025-06-30,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000047392806057978,2024-12-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000047782878217535,2025-08-09,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000047785962317882,2025-06-27,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000047869972973498,2024-09-26,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000048160004396859,2024-06-03,0,0,0,1,0,0,0,1,0,MULTI BANNER/VERTICAL,2,2,W2 > CASHI,W2 EA,CASHI,2024-06-03,CASHI,STAYED,2024-06-03,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 EA"
-1000048315881674815,2025-08-03,0,0,0,0,1,1,0,0,0,SINGLE BANNER/VERTICAL,2,1,SAMS,SAMS OD,SAMS BRICK,2019-05-27,SAMS BRICK,STAYED,2021-03-30,,,,,,,,,,,,,,,,,,,,,,"SAMS BRICK, SAMS OD"
-1000048492317686202,2025-08-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000048633874880634,2025-07-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000048885473946106,2025-06-27,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000049029130520700,2025-08-08,1,0,1,0,0,0,1,0,0,MULTI BANNER/VERTICAL,3,2,B3 > W2,B3 OD,B3 BRICK,2024-05-01,B3 BRICK,W2 BRICK,2024-06-13,W2 BRICK,STAYED,2025-05-28,,,,,,,,,,,,,,,,,,,"B3 BRICK, B3 OD, W2 BRICK"
-1000049059553298874,2025-05-25,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-05-19,W2 BRICK,STAYED,2025-05-25,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-100004940470747514,2025-05-06,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000049591829314362,2024-12-09,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000049632819029626,2025-05-08,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000049933559231419,2024-05-03,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > CASHI,W2 BRICK,CASHI,2024-04-21,CASHI,STAYED,2024-04-21,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000050106962148731,2025-05-26,1,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,3,3,W2 > CASHI > B3,CASHI,W2 BRICK,2023-11-12,W2 BRICK,B3 BRICK,2023-11-12,B3 BRICK,STAYED,2025-05-26,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI, W2 BRICK"
-1000050159064927098,2025-08-11,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000050252112863100,2024-01-28,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-04-15,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000050691340942586,2025-01-27,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000050732330657786,2025-08-08,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2024-06-28,B3 BRICK,STAYED,2024-08-19,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000051168507858106,2025-08-06,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-09-26,W2 BRICK,STAYED,2024-12-10,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000051258576555322,2025-05-19,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000051291531908095,2024-08-08,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000051831842286010,2025-03-19,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2024-06-28,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000052223336018108,2025-08-03,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-07-20,W2 BRICK,STAYED,2025-02-19,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000052268019486330,2024-09-26,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052358088183482,2025-06-19,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052468635422010,2025-01-23,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100005250819885050,2025-06-04,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052629458647996,2025-05-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052648437642554,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052890364199034,2025-08-04,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000052931353914234,2025-08-04,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2024-06-28,B3 BRICK,STAYED,2025-03-23,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"